ïmedianearnings,meanearnings,emprate,laborpart,percentemploymentstatuscivilianl,dpark,dmarket,test,id,id2,geography,govworkers,bachelorsorhigher,mtraveltime,nonag,selfemp,financesectorinvest,oldagedepratio,meanhousingsize,occhealth2,popdensity,v22,v23,v24,estimatesexandagetotalpopulation,estimateemploymentstatuspopulati,v27,sqmiles,estimateinthelaborforceemployedw,v30,estimateinthelaborforcenoninst,v32,occhealth,latitude,longitude
30975,57464,95.7,65.3,4.3,11.67217,6.483206,.5002062,"1400000US23005002700",2.301e+10,"Census Tract 27, Cumberland County, Maine",7.9,24,22.7,99.3,3.4,7.5,19.5,2.395,.928,987.8506,"1400000US23005002700",2.301e+10,"Census Tract 27, Cumberland County, Maine",4850,3884,4.3,4.91,170,,2353,170,.0722482,43.71106,-70.36522
31139,54745,92.4,65.8,7.6,8.988103,4.353086,.5101257,"1400000US23005002800",2.301e+10,"Census Tract 28, Cumberland County, Maine",4.1,27.1,23.7,100,2.1,4.5,30.9,2.08,.938,1690.736,"1400000US23005002800",2.301e+10,"Census Tract 28, Cumberland County, Maine",2864,2421,7.6,1.694,92,,1474,92,.0624152,43.67499,-70.34015
31636,64697,90.7,69.1,9.3,8.312582,5.569888,.5261853,"1400000US23005002900",2.301e+10,"Census Tract 29, Cumberland County, Maine",8.7,23.7,20.6,99.3,5.1,12.7,22.2,2.375,.982,1287.617,"1400000US23005002900",2.301e+10,"Census Tract 29, Cumberland County, Maine",6454,5417,9.3,5.012,65,,3562,65,.0182482,43.66028,-70.36642
30468,63308,92.8,67.6,7.2,6.216199,3.858627,.5130978,"1400000US23005003000",2.301e+10,"Census Tract 30, Cumberland County, Maine",5.3,26.3,14.5,100,3.9,7.2,18,2.5,.935,1231.491,"1400000US23005003000",2.301e+10,"Census Tract 30, Cumberland County, Maine",6566,5390,7.2,5.332,226,,3483,226,.0648866,43.636,-70.32379
30413,62545,95.6,72.1,4.4,5.15769,2.081693,.5780494,"1400000US23005003100",2.301e+10,"Census Tract 31, Cumberland County, Maine",10.7,47.1,18.8,100,4.4,7.1,19.2,2.305,.946,3602.854,"1400000US23005003100",2.301e+10,"Census Tract 31, Cumberland County, Maine",3927,3306,4.4,1.09,121,,2242,121,.0539697,43.63331,-70.27005
37656,72177,91.2,67.9,8.8,5.544998,1.308186,.5436558,"1400000US23005003200",2.301e+10,"Census Tract 32, Cumberland County, Maine",14.8,43.6,24.1,100,9,7.1,29.2,2.015,.965,5232.684,"1400000US23005003200",2.301e+10,"Census Tract 32, Cumberland County, Maine",3184,2794,8.8,.608,61,,1766,61,.0345413,43.6426,-70.25337
31185,74365,95.6,78.5,4.4,4.670858,3.515655,.6423244,"1400000US23005003300",2.301e+10,"Census Tract 33, Cumberland County, Maine",6.3,33.4,16.5,99.1,3.3,12.4,15.2,2.47,.948,1330.564,"1400000US23005003300",2.301e+10,"Census Tract 33, Cumberland County, Maine",3218,2754,4.4,2.419,103,,1998,103,.0515516,43.61716,-70.28979
42379,89405,94.5,73.9,5.5,4.147091,2.878506,.5600086,"1400000US23005003400",2.301e+10,"Census Tract 34, Cumberland County, Maine",16.7,55.3,22.1,99.7,9.5,9.5,24.9,2.265,.965,2830.64,"1400000US23005003400",2.301e+10,"Census Tract 34, Cumberland County, Maine",4666,3742,5.5,1.648,87,,2489,87,.0349538,43.62004,-70.26141
32632,83987,93.3,71.1,6.7,5.661779,1.568126,.5776851,"1400000US23005003500",2.301e+10,"Census Tract 35, Cumberland County, Maine",13.3,55.4,21.4,100,10.8,7.4,29.9,2.015,.985,4319.24,"1400000US23005003500",2.301e+10,"Census Tract 35, Cumberland County, Maine",3836,3366,6.7,.888,32,,2149,32,.0148906,43.6457,-70.23282
50444,127222,99.4,72,.6,3.77732,3.413735,.5780848,"1400000US23005003701",2.301e+10,"Census Tract 37.01, Cumberland County, Maine",8.8,73.1,20.7,99.8,15.5,13.1,28.5,2.145,.974,1085.813,"1400000US23005003701",2.301e+10,"Census Tract 37.01, Cumberland County, Maine",4271,3451,.6,3.933,57,,2177,57,.0261828,43.61795,-70.22305
51769,122283,97.3,62.6,2.7,.8139024,6.151016,.4857834,"1400000US23005003702",2.301e+10,"Census Tract 37.02, Cumberland County, Maine",12.7,60.8,22.2,96.9,10.3,12.9,43.8,2.09,.947,460.7628,"1400000US23005003702",2.301e+10,"Census Tract 37.02, Cumberland County, Maine",4959,3986,2.7,10.763,116,,2207,116,.05256,43.57285,-70.24297
44617,101293,97.3,78.2,2.7,9.278977,7.966629,.564728,"1400000US23005004001",2.301e+10,"Census Tract 40.01, Cumberland County, Maine",10.6,42.6,24.4,98.8,8.6,11.4,19.2,2.545,.967,300.5393,"1400000US23005004001",2.301e+10,"Census Tract 40.01, Cumberland County, Maine",3198,2393,2.7,10.641,55,,1668,55,.0329736,43.65881,-70.4142
24752,86479,95.1,69.8,4.9,10.93069,9.619218,.5575326,"1400000US23005004002",2.301e+10,"Census Tract 40.02, Cumberland County, Maine",12.6,48,23.1,91.1,5.1,11.1,23.8,2.21,.933,568.7069,"1400000US23005004002",2.301e+10,"Census Tract 40.02, Cumberland County, Maine",7587,6389,4.9,13.341,269,,4023,269,.0668655,43.6713,-70.44676
36094,87536,97.6,72.6,2.4,13.95953,12.46769,.5605136,"1400000US23005004100",2.301e+10,"Census Tract 41, Cumberland County, Maine",14.5,38.8,27.9,97,10.6,10.7,19,2.765,.964,233.9116,"1400000US23005004100",2.301e+10,"Census Tract 41, Cumberland County, Maine",6230,4927,2.4,26.634,122,,3367,122,.036234,43.73129,-70.48486
51083,142165,96.9,70.9,3.1,7.306382,6.641983,.5479143,"1400000US23005004200",2.301e+10,"Census Tract 42, Cumberland County, Maine",7.5,65,24.5,98.8,7.4,13,30.8,2.34,.969,302.0141,"1400000US23005004200",2.301e+10,"Census Tract 42, Cumberland County, Maine",7983,6366,3.1,26.433,122,,3917,122,.0311463,43.74137,-70.18137
34774,112274,91.8,62.1,8.2,4.987682,10.98502,.4847321,"1400000US23005004401",2.301e+10,"Census Tract 44.01, Cumberland County, Maine",11,56,21.2,99.5,6.3,16.4,30.5,2.195,.953,671.9943,"1400000US23005004401",2.301e+10,"Census Tract 44.01, Cumberland County, Maine",4945,4205,8.2,7.359,114,,2420,114,.0471074,43.8126,-70.18655
41250,117499,98.5,60.9,1.5,4.13176,9.80861,.4903008,"1400000US23005004402",2.301e+10,"Census Tract 44.02, Cumberland County, Maine",11.5,68.3,20.2,98,6.5,12.7,38,2.18,.984,593.4836,"1400000US23005004402",2.301e+10,"Census Tract 44.02, Cumberland County, Maine",3557,2908,1.5,5.993,26,,1579,26,.0164661,43.77275,-70.13348
27201,80047,98,73.4,2,3.11837,16.0716,.5729607,"1400000US23005004501",2.301e+10,"Census Tract 45.01, Cumberland County, Maine",5.8,42.7,19.4,100,13,5,27.6,2.67,.974,200.7514,"1400000US23005004501",2.301e+10,"Census Tract 45.01, Cumberland County, Maine",3077,2451,2,15.327,41,,1560,41,.0262821,43.8748,-70.12663
36262,112783,98.2,64.5,1.8,.5748346,14.46385,.5134559,"1400000US23005004502",2.301e+10,"Census Tract 45.02, Cumberland County, Maine",16.5,58.5,21.1,100,11.1,6.7,25.5,2.33,.973,266.5593,"1400000US23005004502",2.301e+10,"Census Tract 45.02, Cumberland County, Maine",5165,4190,1.8,19.377,63,,2333,63,.0270039,43.83064,-70.08476
48922,119049,96.5,77.8,3.5,4.315169,13.12567,.5945946,"1400000US23005004600",2.301e+10,"Census Tract 46, Cumberland County, Maine",11.9,55.6,23.4,96.8,10.4,7.6,19.5,2.595,.976,174.3465,"1400000US23005004600",2.301e+10,"Census Tract 46, Cumberland County, Maine",3700,2929,3.5,21.222,51,,2116,51,.0241021,43.851,-70.23411
32857,92477,97.8,73.2,2.2,10.04484,16.4277,.5966387,"1400000US23005004701",2.301e+10,"Census Tract 47.01, Cumberland County, Maine",17.1,48.1,30.1,98.8,5.5,6.5,24.5,2.315,.99,169.4931,"1400000US23005004701",2.301e+10,"Census Tract 47.01, Cumberland County, Maine",2023,1685,2.2,11.936,11,,1149,11,.0095735,43.88195,-70.37891
31592,69952,94.8,75.1,5.2,7.037006,15.22046,.5233864,"1400000US23005004702",2.301e+10,"Census Tract 47.02, Cumberland County, Maine",10.3,31,28.6,99,8.3,9.5,20.1,2.71,.94,190.3547,"1400000US23005004702",2.301e+10,"Census Tract 47.02, Cumberland County, Maine",5965,4400,5.2,31.336,187,,3116,187,.0600128,43.87741,-70.31682
36234,75223,98.8,64.6,1.2,8.768499,15.55697,.5261919,"1400000US23005004801",2.301e+10,"Census Tract 48.01, Cumberland County, Maine",12,36.9,28.2,100,4.3,16.2,27,2.355,.976,529.8529,"1400000US23005004801",2.301e+10,"Census Tract 48.01, Cumberland County, Maine",6376,5257,1.2,12.034,75,,3069,75,.0244379,43.84321,-70.43914
37786,83799,95,79.5,5,12.12563,11.2004,.5780558,"1400000US23005004802",2.301e+10,"Census Tract 48.02, Cumberland County, Maine",14.4,31.7,25.6,100,7,6.4,18.4,2.995,.917,326.2202,"1400000US23005004802",2.301e+10,"Census Tract 48.02, Cumberland County, Maine",5195,3986,5,15.925,244,,2949,244,.0827399,43.7976,-70.37708
34511,81335,96.4,61.5,3.6,13.96967,10.27527,.5061789,"1400000US23005004803",2.301e+10,"Census Tract 48.03, Cumberland County, Maine",11,28.8,28,98.5,5.1,7.7,22.6,2.19,.942,326.3339,"1400000US23005004803",2.301e+10,"Census Tract 48.03, Cumberland County, Maine",6069,5177,3.6,18.598,170,,2947,170,.0576858,43.76072,-70.40824
27235,64672,93.2,65.6,6.8,10.31779,20.84391,.4811877,"1400000US23005011100",2.301e+10,"Census Tract 111, Cumberland County, Maine",5.2,26.4,22.5,98.8,7.7,6.8,29.5,2.32,.926,309.609,"1400000US23005011100",2.301e+10,"Census Tract 111, Cumberland County, Maine",4412,3652,6.8,14.25,154,,2074,154,.0742527,43.8956,-69.90752
28798,77628,97.4,57,2.6,6.103168,19.35859,.4627772,"1400000US23005011201",2.301e+10,"Census Tract 112.01, Cumberland County, Maine",15.4,50.7,21.7,97.6,8.9,6.7,47.3,2.12,.962,670.3549,"1400000US23005011201",2.301e+10,"Census Tract 112.01, Cumberland County, Maine",7079,5965,2.6,10.56,116,,3019,116,.0384233,43.87308,-69.98746
16083,62403,94.6,61.1,5.4,9.004181,18.45684,.5223652,"1400000US23005011202",2.301e+10,"Census Tract 112.02, Cumberland County, Maine",8.8,44.1,15.2,100,7.9,2.3,26.3,2.025,.954,2520.676,"1400000US23005011202",2.301e+10,"Census Tract 112.02, Cumberland County, Maine",6528,5904,5.4,2.59,156,,3368,156,.0463183,43.91033,-69.95435
37036,94281,93.4,70.6,6.6,6.794202,15.96587,.5415658,"1400000US23005011300",2.301e+10,"Census Tract 113, Cumberland County, Maine",14.3,49.5,22.3,99.5,9.8,5.6,25.7,2.455,.966,128.2172,"1400000US23005011300",2.301e+10,"Census Tract 113, Cumberland County, Maine",2478,2035,6.6,19.327,46,,1335,46,.0344569,43.91162,-70.02976
36735,74306,95.1,74.8,4.9,4.89432,11.07408,.5652233,"1400000US23005011500",2.301e+10,"Census Tract 115, Cumberland County, Maine",12.6,30.3,28.8,96.4,10,4.7,21.6,2.545,.947,105.5989,"1400000US23005011500",2.301e+10,"Census Tract 115, Cumberland County, Maine",7390,5878,4.9,69.982,219,,4137,219,.0529369,43.94285,-70.25646
35541,77104,94.2,71.1,5.8,5.419634,17.71695,.5719672,"1400000US23005012000",2.301e+10,"Census Tract 120, Cumberland County, Maine",15.1,35.8,33.6,93.5,8.7,8.7,27.1,2.13,.952,135.8802,"1400000US23005012000",2.301e+10,"Census Tract 120, Cumberland County, Maine",4509,3852,5.8,33.184,120,,2510,120,.0478088,43.92025,-70.46799
26107,68754,93.3,63.4,6.7,4.348881,17.50603,.475039,"1400000US23005013000",2.301e+10,"Census Tract 130, Cumberland County, Maine",8.1,22.9,31.8,99.7,5.1,4.8,30.6,2.445,.922,123.102,"1400000US23005013000",2.301e+10,"Census Tract 130, Cumberland County, Maine",3846,3092,6.7,31.242,141,,1815,141,.077686,43.96338,-70.51051
35293,65775,95,65.1,5,4.840894,22.82645,.5195855,"1400000US23005014000",2.301e+10,"Census Tract 140, Cumberland County, Maine",6.4,28.7,35.4,97.1,11.2,7.3,35.9,2.105,.94,124.3496,"1400000US23005014000",2.301e+10,"Census Tract 140, Cumberland County, Maine",3957,3325,5,31.822,116,,1949,116,.0595177,43.97577,-70.6393
30787,52754,96.5,56,3.5,13.01812,21.77421,.4695122,"1400000US23005015000",2.301e+10,"Census Tract 150, Cumberland County, Maine",15.4,28.7,30.8,100,15.7,4.7,43.6,2.14,.941,84.01131,"1400000US23005015000",2.301e+10,"Census Tract 150, Cumberland County, Maine",2788,2424,3.5,33.186,71,,1211,71,.0586292,44.1027,-70.65244
26982,59062,97.2,57.5,2.8,11.42666,25.8383,.4462315,"1400000US23005016000",2.301e+10,"Census Tract 160, Cumberland County, Maine",12.8,29.6,24.7,100,5,11.4,31.1,2.48,.999,94.1535,"1400000US23005016000",2.301e+10,"Census Tract 160, Cumberland County, Maine",5347,4267,2.8,56.79,2,,2230,2,.0008969,44.04624,-70.72842
30917,65800,97.3,63.1,2.7,6.962924,26.40564,.5154098,"1400000US23005016500",2.301e+10,"Census Tract 165, Cumberland County, Maine",13.9,25.7,36.8,94.7,9.3,4.9,29.3,2.27,.962,44.80226,"1400000US23005016500",2.301e+10,"Census Tract 165, Cumberland County, Maine",3050,2561,2.7,68.077,58,,1513,58,.0383344,43.87111,-70.69675
38947,77948,95.1,69.9,4.9,10.515,18.81626,.5340837,"1400000US23005017001",2.301e+10,"Census Tract 170.01, Cumberland County, Maine",14,29.7,33.8,95.4,7.4,9.7,19.3,2.45,.969,148.3458,"1400000US23005017001",2.301e+10,"Census Tract 170.01, Cumberland County, Maine",6308,5073,4.9,42.522,102,,3335,102,.0305847,43.77087,-70.59948
21745,73688,95.8,65.5,4.2,7.403458,18.3587,.5318647,"1400000US23005017002",2.301e+10,"Census Tract 170.02, Cumberland County, Maine",10.6,28.1,25.7,100,8.8,8.7,22,2.485,.946,213.6792,"1400000US23005017002",2.301e+10,"Census Tract 170.02, Cumberland County, Maine",3813,3255,4.2,17.845,109,,2014,109,.0541212,43.81635,-70.55347
36389,102664,97.6,56.3,2.4,5.022028,15.22311,.4806402,"1400000US23005017101",2.301e+10,"Census Tract 171.01, Cumberland County, Maine",12,53.4,32.8,99.5,12,6.7,60.2,2.18,.971,159.4401,"1400000US23005017101",2.301e+10,"Census Tract 171.01, Cumberland County, Maine",1937,1694,2.4,12.149,24,,833,24,.0288115,43.78405,-70.00255
35866,82347,95,55,5,7.127974,17.20762,.4681583,"1400000US23005017102",2.301e+10,"Census Tract 171.02, Cumberland County, Maine",11.3,44.8,28.7,99.3,19.9,8.2,66.5,2.185,.978,241.3201,"1400000US23005017102",2.301e+10,"Census Tract 171.02, Cumberland County, Maine",2905,2606,5,12.038,26,,1175,26,.0221277,43.7666,-69.94372
38000,94693,97.9,76,2.1,5.924381,8.112818,.5714604,"1400000US23005017301",2.301e+10,"Census Tract 173.01, Cumberland County, Maine",10.9,43.7,18.4,98.6,6.9,12.1,20.9,2.835,.963,311.5845,"1400000US23005017301",2.301e+10,"Census Tract 173.01, Cumberland County, Maine",8970,6890,2.1,28.788,179,,4789,179,.0373773,43.60595,-70.39787
42301,104202,97.3,67.6,2.7,2.704442,5.796477,.5283589,"1400000US23005017303",2.301e+10,"Census Tract 173.03, Cumberland County, Maine",11,54,20.9,96.9,6.3,10.3,37.8,2.26,.977,579.0577,"1400000US23005017303",2.301e+10,"Census Tract 173.03, Cumberland County, Maine",4302,3453,2.7,7.429,49,,2137,49,.0229293,43.58459,-70.30167
40849,98698,98.1,60,1.9,1.036049,7.806211,.5047544,"1400000US23005017304",2.301e+10,"Census Tract 173.04, Cumberland County, Maine",9.9,53.3,20.8,98.7,5.1,10.8,46,2.01,.972,553.9188,"1400000US23005017304",2.301e+10,"Census Tract 173.04, Cumberland County, Maine",6310,5409,1.9,11.392,86,,3051,86,.0281875,43.55957,-70.32265
24209,54648,95.4,61.9,4.6,19.39412,52.96186,.532765,"1400000US23007970101",2.301e+10,"Census Tract 9701.01, Franklin County, Maine",10.7,37.5,22.8,98.9,15.5,7.6,40.1,2.03,.954,7.509856,"1400000US23007970101",2.301e+10,"Census Tract 9701.01, Franklin County, Maine",1877,1694,4.6,249.938,44,,967,44,.0455016,44.98728,-70.28538
21579,46268,94.1,59.1,5.9,23.86612,77.07037,.456328,"1400000US23007970102",2.301e+10,"Census Tract 9701.02, Franklin County, Maine",15.6,17.7,16,98.3,7.4,1.6,43.7,1.93,.894,.9488044,"1400000US23007970102",2.301e+10,"Census Tract 9701.02, Franklin County, Maine",561,460,5.9,591.27,25,,236,25,.1059322,45.26241,-70.59809
26101,53833,94.5,61,5.5,2.30474,63.60438,.5050325,"1400000US23007970601",2.301e+10,"Census Tract 9706.01, Franklin County, Maine",18.2,31.8,13.7,97.3,19.7,7.2,50.2,2.23,.916,10.87429,"1400000US23007970601",2.301e+10,"Census Tract 9706.01, Franklin County, Maine",1689,1481,5.5,155.32,64,,764,64,.0837696,44.95802,-70.69719
24722,47454,87.3,49.8,12.7,7.5674,48.91756,.358203,"1400000US23007970602",2.301e+10,"Census Tract 9706.02, Franklin County, Maine",13.5,17.1,32.9,99,11.9,4.4,28.8,2.55,.926,8.26416,"1400000US23007970602",2.301e+10,"Census Tract 9706.02, Franklin County, Maine",2493,2054,12.7,301.664,70,,944,70,.0741525,44.78272,-70.51814
25229,56160,93.6,57,6.4,10.52417,37.40702,.4294634,"1400000US23007971000",2.301e+10,"Census Tract 9710, Franklin County, Maine",17,21,25.2,97.8,13.1,4.6,26.4,2.665,.939,25.32437,"1400000US23007971000",2.301e+10,"Census Tract 9710, Franklin County, Maine",4324,3478,6.4,170.745,113,,1843,113,.0613131,44.76516,-70.19159
26134,52568,92.3,64.6,7.7,18.82396,23.57898,.4885983,"1400000US23007971100",2.301e+10,"Census Tract 9711, Franklin County, Maine",14.1,21,29.3,95.9,9.5,3.4,27.1,2.565,.928,36.20786,"1400000US23007971100",2.301e+10,"Census Tract 9711, Franklin County, Maine",2982,2448,7.7,82.358,104,,1448,104,.0718232,44.58717,-70.05914
13841,50463,92.5,62.2,7.5,12.77827,30.98191,.5078948,"1400000US23007971200",2.301e+10,"Census Tract 9712, Franklin County, Maine",14.8,35.7,18.9,99.4,7.6,6,29,2.39,.969,136.5197,"1400000US23007971200",2.301e+10,"Census Tract 9712, Franklin County, Maine",7600,6732,7.5,55.67,120,,3875,120,.0309677,44.67694,-70.14148
26750,59218,92.5,53.4,7.5,9.491817,31.89807,.3948807,"1400000US23007971300",2.301e+10,"Census Tract 9713, Franklin County, Maine",17.1,22.4,21.3,99.3,10.7,7.5,39.5,2.47,.935,97.52908,"1400000US23007971300",2.301e+10,"Census Tract 9713, Franklin County, Maine",4024,3220,7.5,41.259,106,,1625,106,.0652308,44.62756,-70.24885
27841,72869,95.2,70.9,4.8,16.78602,25.30792,.5459746,"1400000US23007971400",2.301e+10,"Census Tract 9714, Franklin County, Maine",10.9,20.8,26.5,99.1,10.1,3.4,27,2.25,.974,97.57204,"1400000US23007971400",2.301e+10,"Census Tract 9714, Franklin County, Maine",4720,3820,4.8,48.375,68,,2590,68,.0262548,44.5169,-70.20219
25656,51329,92,58.7,8,31.22131,28.6524,.4569191,"1400000US23009965100",2.301e+10,"Census Tract 9651, Hancock County, Maine",9.8,17.6,31.1,100,15,5.5,29.6,2.47,.914,2.55292,"1400000US23009965100",2.301e+10,"Census Tract 9651, Hancock County, Maine",1915,1621,8,750.122,74,,865,74,.0855491,44.90444,-68.22756
30888,87316,95.1,72.1,4.9,20.49327,13.81965,.5686353,"1400000US23009965200",2.301e+10,"Census Tract 9652, Hancock County, Maine",12,30.1,27.2,98.4,9.3,4.4,17.6,2.415,.935,39.09848,"1400000US23009965200",2.301e+10,"Census Tract 9652, Hancock County, Maine",2506,2084,4.9,64.095,92,,1405,92,.0654804,44.70091,-68.55786
26027,59623,93.3,60.5,6.7,11.96301,12.07902,.435082,"1400000US23009965300",2.301e+10,"Census Tract 9653, Hancock County, Maine",17,19,25.7,97.7,8.2,2.8,32.5,2.055,.858,95.78526,"1400000US23009965300",2.301e+10,"Census Tract 9653, Hancock County, Maine",4937,3807,6.7,51.542,307,,2168,307,.1416052,44.6354,-68.75644
27151,58397,97.2,61.9,2.8,9.1244,17.29323,.5287651,"1400000US23009965400",2.301e+10,"Census Tract 9654, Hancock County, Maine",15.1,23.4,26.5,93.9,8.3,3.3,31.6,2.095,.942,51.2482,"1400000US23009965400",2.301e+10,"Census Tract 9654, Hancock County, Maine",2729,2396,2.8,53.251,76,,1320,76,.0575758,44.56816,-68.69465
26525,57718,94.8,56.9,5.2,8.178399,26.40887,.4373855,"1400000US23009965503",2.301e+10,"Census Tract 9655.03, Hancock County, Maine",15.6,25.6,20.9,98.2,5.4,4.6,30.9,2.095,.903,206.3616,"1400000US23009965503",2.301e+10,"Census Tract 9655.03, Hancock County, Maine",3274,2655,5.2,15.865,132,,1360,132,.0970588,44.54294,-68.4088
31303,68281,92.4,66.2,7.6,14.02367,20.55315,.5007587,"1400000US23009965504",2.301e+10,"Census Tract 9655.04, Hancock County, Maine",12.1,32.8,27.3,96.2,8.8,3.3,38.5,2.21,.955,71.84177,"1400000US23009965504",2.301e+10,"Census Tract 9655.04, Hancock County, Maine",4613,3779,7.6,64.211,100,,2225,100,.0449438,44.60097,-68.49534
22170,46340,90.7,59.9,9.3,8.341074,35.59821,.4480659,"1400000US23009965700",2.301e+10,"Census Tract 9657, Hancock County, Maine",10.6,19.8,31.6,99.7,15.3,2.8,34.2,2.43,.905,41.60276,"1400000US23009965700",2.301e+10,"Census Tract 9657, Hancock County, Maine",2792,2304,9.3,67.111,118,,1247,118,.0946271,44.54006,-68.17787
25598,68279,90.5,55,9.5,11.06466,44.03786,.4174373,"1400000US23009965800",2.301e+10,"Census Tract 9658, Hancock County, Maine",17.6,27.4,26.3,92.4,22.2,3,43,2.24,.923,37.51915,"1400000US23009965800",2.301e+10,"Census Tract 9658, Hancock County, Maine",2271,1911,9.5,60.529,70,,905,70,.0773481,44.42882,-68.07716
22797,57605,90.8,68.5,9.2,4.318739,38.61072,.5379996,"1400000US23009965900",2.301e+10,"Census Tract 9659, Hancock County, Maine",9.1,54,13.7,97.9,15.7,7.3,22.4,1.99,.974,126.1525,"1400000US23009965900",2.301e+10,"Census Tract 9659, Hancock County, Maine",5329,4657,9.2,42.243,78,,3018,78,.0258449,44.39747,-68.26381
40299,86349,97.2,56.5,2.8,2.316644,39.99199,.4845631,"1400000US23009966000",2.301e+10,"Census Tract 9660, Hancock County, Maine",15.6,51.9,19.2,91.7,13.2,7.3,55.8,1.97,.958,51.81384,"1400000US23009966000",2.301e+10,"Census Tract 9660, Hancock County, Maine",1911,1687,2.8,36.882,35,,835,35,.0419162,44.33364,-68.33041
31222,75219,95,69.2,5,3.97102,46.16284,.5544505,"1400000US23009966100",2.301e+10,"Census Tract 9661, Hancock County, Maine",8.5,39.1,14.4,92.9,23.3,4.8,37.2,2.175,.979,120.5806,"1400000US23009966100",2.301e+10,"Census Tract 9661, Hancock County, Maine",2011,1710,5,16.678,23,,1092,23,.0210623,44.25407,-68.27198
28649,65726,97.6,64,2.4,14.74199,49.42915,.5231639,"1400000US23009966200",2.301e+10,"Census Tract 9662, Hancock County, Maine",9.5,31,19.7,94,27.5,5.9,38.2,2.045,.968,49.67799,"1400000US23009966200",2.301e+10,"Census Tract 9662, Hancock County, Maine",1770,1487,2.4,35.629,27,,856,27,.0315421,44.13158,-68.46832
27688,73512,90.1,66.6,9.9,12.46097,28.13691,.5215558,"1400000US23009966300",2.301e+10,"Census Tract 9663, Hancock County, Maine",18.6,41.7,29.3,98,11.4,4.9,30.7,2.03,.959,42.91584,"1400000US23009966300",2.301e+10,"Census Tract 9663, Hancock County, Maine",4268,3734,9.9,99.45,92,,2251,92,.0408707,44.4405,-68.54893
11484,59844,94.9,45.5,5.1,3.875218,24.38172,.3912019,"1400000US23009966400",2.301e+10,"Census Tract 9664, Hancock County, Maine",19.3,42.4,21.9,100,21.1,2.1,35.3,2.205,.966,53.40968,"1400000US23009966400",2.301e+10,"Census Tract 9664, Hancock County, Maine",2546,2307,5.1,47.669,32,,936,32,.034188,44.45755,-68.73627
24972,61432,94.9,57,5.1,12.23294,33.93516,.4607473,"1400000US23009966500",2.301e+10,"Census Tract 9665, Hancock County, Maine",13.1,42.7,23.7,96.4,23.1,2.8,55.5,2.11,.961,38.35968,"1400000US23009966500",2.301e+10,"Census Tract 9665, Hancock County, Maine",2917,2486,5.1,76.043,45,,1158,45,.0388601,44.3256,-68.66466
26042,53485,95.8,51,4.2,12.73018,41.0209,.4193867,"1400000US23009966600",2.301e+10,"Census Tract 9666, Hancock County, Maine",8.1,31.6,17.8,99.3,30.8,.9,61.4,2.08,.941,76.72576,"1400000US23009966600",2.301e+10,"Census Tract 9666, Hancock County, Maine",3033,2603,4.2,39.53,66,,1116,66,.0591398,44.21783,-68.7016
28046,57805,95.1,65.2,4.9,3.045437,31.54228,.5234057,"1400000US23009966700",2.301e+10,"Census Tract 9667, Hancock County, Maine",11.7,23.7,24,95.9,11.1,3.8,34.7,2.165,.939,85.72867,"1400000US23009966700",2.301e+10,"Census Tract 9667, Hancock County, Maine",5661,4791,4.9,66.034,171,,2802,171,.0610278,44.48901,-68.33717
