ïmedianearnings,meanearnings,emprate,laborpart,percentemploymentstatuscivilianl,dpark,dmarket,test,id,id2,geography,govworkers,bachelorsorhigher,mtraveltime,nonag,selfemp,financesectorinvest,oldagedepratio,meanhousingsize,occhealth2,popdensity,v22,v23,v24,estimatesexandagetotalpopulation,estimateemploymentstatuspopulati,v27,sqmiles,estimateinthelaborforceemployedw,v30,estimateinthelaborforcenoninst,v32,occhealth,latitude,longitude
25649,52598,90.3,59.1,9.7,24.86494,27.01717,.4483062,"1400000US23025967000",2.303e+10,"Census Tract 9670, Somerset County, Maine",13.3,17.5,31.7,98.5,13.6,4.6,29.7,2.335,.973,29.06927,"1400000US23025967000",2.303e+10,"Census Tract 9670, Somerset County, Maine",2273,1909,9.7,78.193,28,,1027,28,.0272639,44.69368,-69.89082
33633,69164,95.4,68.1,4.6,6.898654,12.2515,.541841,"1400000US23027041000",2.303e+10,"Census Tract 410, Waldo County, Maine",18.3,33.3,28.3,95,8.8,5.6,16.4,1.915,.948,107.6457,"1400000US23027041000",2.303e+10,"Census Tract 410, Waldo County, Maine",3824,3279,4.6,35.524,107,,2071,107,.0516659,44.65038,-68.90889
25463,49953,91.5,60.4,8.5,4.71272,20.99047,.4733827,"1400000US23027042000",2.303e+10,"Census Tract 420, Waldo County, Maine",13,23.2,28.9,89.7,11.8,4.4,37.6,2,.948,65.23988,"1400000US23027042000",2.303e+10,"Census Tract 420, Waldo County, Maine",5936,5089,8.5,90.987,143,,2751,143,.0519811,44.51121,-68.88618
24252,52543,90.2,58.1,9.8,4.090662,28.75748,.4107815,"1400000US23027043000",2.303e+10,"Census Tract 430, Waldo County, Maine",15.1,41.4,18.1,70,17.8,5.2,42.3,2.345,.968,195.0931,"1400000US23027043000",2.303e+10,"Census Tract 430, Waldo County, Maine",6641,5207,9.8,34.04,87,,2711,87,.0320915,44.42587,-69.02642
27132,65665,96.9,60.7,3.1,3.898194,34.79061,.5039876,"1400000US23027044000",2.303e+10,"Census Tract 440, Waldo County, Maine",11.1,40.7,21.1,100,17.2,8.2,46.3,2.21,.972,59.86121,"1400000US23027044000",2.303e+10,"Census Tract 440, Waldo County, Maine",4514,3865,3.1,75.408,56,,2020,56,.0277228,44.32295,-68.98504
26844,51719,91.8,62.8,8.2,6.076765,28.31396,.4763727,"1400000US23027045000",2.303e+10,"Census Tract 450, Waldo County, Maine",13.1,23.5,27.7,95.3,13.6,6.3,29.3,2.375,.95,36.30468,"1400000US23027045000",2.303e+10,"Census Tract 450, Waldo County, Maine",6010,4968,8.2,165.543,142,,2833,142,.0501235,44.41553,-69.22691
28571,63607,92.7,66.1,7.3,3.659529,20.23847,.5010999,"1400000US23027046001",2.303e+10,"Census Tract 460.01, Waldo County, Maine",16.8,24.3,32,100,14.1,5.1,26.9,2.51,.945,36.614,"1400000US23027046001",2.303e+10,"Census Tract 460.01, Waldo County, Maine",2273,1858,7.3,62.08,64,,1157,64,.0553155,44.42962,-69.40607
19115,50648,93,59,7,16.88478,28.03676,.4618175,"1400000US23027046002",2.303e+10,"Census Tract 460.02, Waldo County, Maine",10,21.6,26.6,96.3,11.3,2.9,23.4,2.14,.938,37.82945,"1400000US23027046002",2.303e+10,"Census Tract 460.02, Waldo County, Maine",5238,4407,7,138.464,149,,2397,149,.062161,44.64102,-69.31406
26071,50095,92.3,61.3,7.7,5.081518,22.28565,.4487594,"1400000US23027047000",2.303e+10,"Census Tract 470, Waldo County, Maine",14.9,21.3,27.9,99,14,6.5,29,2.32,.952,36.24831,"1400000US23027047000",2.303e+10,"Census Tract 470, Waldo County, Maine",4635,3703,7.7,127.868,97,,2033,97,.0477127,44.55839,-69.08154
21811,42718,83.4,44.6,16.6,32.22366,56.50916,.3043807,"1400000US23029955100",2.303e+10,"Census Tract 9551, Washington County, Maine",33.1,11.3,25.7,100,9.3,2.1,37.7,2.36,.898,1.946405,"1400000US23029955100",2.303e+10,"Census Tract 9551, Washington County, Maine",2648,2164,16.6,1360.457,89,,876,89,.1015982,45.20319,-67.78478
25515,53087,93.2,56.2,6.8,19.49914,65.14896,.4475177,"1400000US23029955300",2.303e+10,"Census Tract 9553, Washington County, Maine",16.2,15.3,21,97.9,10.9,5.1,27.7,2.085,.929,10.31448,"1400000US23029955300",2.303e+10,"Census Tract 9553, Washington County, Maine",1410,1204,6.8,136.701,45,,637,45,.0706436,45.09621,-67.52979
26290,52966,89.6,55.2,10.4,15.40256,71.22514,.4104742,"1400000US23029955400",2.303e+10,"Census Tract 9554, Washington County, Maine",21.6,17.3,13.3,95.6,3.4,3.3,29.3,2.245,.931,38.0316,"1400000US23029955400",2.303e+10,"Census Tract 9554, Washington County, Maine",1413,1173,10.4,37.153,41,,598,41,.0685619,45.18146,-67.43989
25965,49878,94.7,50.3,5.3,5.372756,79.82761,.3966203,"1400000US23029955500",2.303e+10,"Census Tract 9555, Washington County, Maine",9.8,13.6,15,95.2,5.8,7.6,35.5,2.025,.977,87.93073,"1400000US23029955500",2.303e+10,"Census Tract 9555, Washington County, Maine",3018,2512,5.3,34.322,27,,1183,27,.0228233,45.15033,-67.23919
26296,52480,87.3,56.6,12.7,8.129682,83.96365,.3991163,"1400000US23029955600",2.303e+10,"Census Tract 9556, Washington County, Maine",29.9,20.2,22.2,97.7,10.9,3,27.1,2.49,.957,35.10687,"1400000US23029955600",2.303e+10,"Census Tract 9556, Washington County, Maine",2037,1647,12.7,58.023,37,,860,37,.0430233,45.01226,-67.10814
21490,40001,91.8,49.2,8.2,.7582468,88.00502,.3920863,"1400000US23029955700",2.303e+10,"Census Tract 9557, Washington County, Maine",16.9,26.3,13.7,90.5,11.4,2.2,51.5,1.895,.947,380.7476,"1400000US23029955700",2.303e+10,"Census Tract 9557, Washington County, Maine",1390,1233,8.2,3.651,26,,490,26,.0530612,44.91096,-67.00891
21833,50406,92.4,48.3,7.6,5.091595,82.90281,.3835156,"1400000US23029955800",2.303e+10,"Census Tract 9558, Washington County, Maine",14.5,20,25.6,96.6,20.9,5.6,42,2.145,.932,20.86246,"1400000US23029955800",2.303e+10,"Census Tract 9558, Washington County, Maine",2378,2042,7.6,113.985,61,,891,61,.0684624,44.77265,-67.10972
26168,53379,93,53.6,7,13.04671,70.43697,.4279106,"1400000US23029955900",2.303e+10,"Census Tract 9559, Washington County, Maine",20.3,22.8,29.7,96.3,11.4,2.6,34.6,2.15,.924,7.248064,"1400000US23029955900",2.303e+10,"Census Tract 9559, Washington County, Maine",2594,2231,7,357.889,81,,1071,81,.0756303,44.94385,-67.37315
22072,54806,97.1,54.6,2.9,7.016161,69.34989,.4306763,"1400000US23029956100",2.303e+10,"Census Tract 9561, Washington County, Maine",17.5,22.2,17.8,98.6,22.9,4.4,27.1,2.49,.898,47.086,"1400000US23029956100",2.303e+10,"Census Tract 9561, Washington County, Maine",2647,2149,2.9,56.216,111,,1091,111,.1017415,44.68942,-67.39552
21293,45671,89.7,53.3,10.3,8.064172,64.57553,.3843429,"1400000US23029956200",2.303e+10,"Census Tract 9562, Washington County, Maine",20.5,23.4,12.8,95.5,9.4,4.8,33.7,2.085,.896,61.67873,"1400000US23029956200",2.303e+10,"Census Tract 9562, Washington County, Maine",2823,2283,10.3,45.769,117,,1120,117,.1044643,44.72797,-67.48706
21667,51130,91.1,55.7,8.9,6.053479,60.76039,.4210526,"1400000US23029956300",2.303e+10,"Census Tract 9563, Washington County, Maine",17.4,23,18.4,90.8,27.7,3.1,46.1,2.19,.932,20.33856,"1400000US23029956300",2.303e+10,"Census Tract 9563, Washington County, Maine",2489,2113,8.9,122.378,66,,973,66,.0678314,44.58284,-67.60246
25302,56378,92.1,58.1,7.9,13.34608,53.47444,.4403032,"1400000US23029956400",2.303e+10,"Census Tract 9564, Washington County, Maine",16.2,22.8,22.7,84.8,20.8,5.5,39.1,2.29,.915,25.4514,"1400000US23029956400",2.303e+10,"Census Tract 9564, Washington County, Maine",3166,2605,7.9,124.394,114,,1348,114,.0845697,44.58649,-67.75466
21816,45420,90.4,56.8,9.6,18.96763,46.86345,.4233129,"1400000US23029956500",2.303e+10,"Census Tract 9565, Washington County, Maine",13.6,22.2,22.3,95,23.9,2.3,47.1,2.14,.93,35.02029,"1400000US23029956500",2.303e+10,"Census Tract 9565, Washington County, Maine",3912,3228,9.6,111.707,114,,1620,114,.0703704,44.52891,-67.92817
40850,90922,96.8,73.6,3.2,6.262041,13.07311,.5795479,"1400000US23031005100",2.303e+10,"Census Tract 51, York County, Maine",12.2,35.4,23.3,100,4.8,8.2,23.2,2.435,.941,186.4099,"1400000US23031005100",2.303e+10,"Census Tract 51, York County, Maine",4733,3850,3.2,25.39,152,,2583,152,.0588463,43.55041,-70.46634
30106,67872,99.4,72.8,.6,4.260139,12.50997,.6075115,"1400000US23031005200",2.303e+10,"Census Tract 52, York County, Maine",10.4,33,21.7,83.7,5.5,7.5,24.8,2.21,.933,625.4383,"1400000US23031005200",2.303e+10,"Census Tract 52, York County, Maine",4553,3821,.6,7.28,178,,2673,178,.0665918,43.53284,-70.43087
27882,61287,96.5,72.9,3.5,4.042044,14.96701,.5586727,"1400000US23031005300",2.303e+10,"Census Tract 53, York County, Maine",14,24.8,23.8,98.1,3.3,5.1,19.3,2.335,.948,3186.434,"1400000US23031005300",2.303e+10,"Census Tract 53, York County, Maine",7022,5599,3.5,2.204,198,,3833,198,.0516567,43.50497,-70.46165
32379,91913,95.7,57.1,4.3,.1964402,14.24919,.4755556,"1400000US23031005400",2.303e+10,"Census Tract 54, York County, Maine",12,45,23.3,85.1,10.9,11.8,57.2,2.155,.93,752.1677,"1400000US23031005400",2.303e+10,"Census Tract 54, York County, Maine",2700,2349,4.3,3.59,83,,1186,83,.0699831,43.48082,-70.39254
35527,88962,98,61.7,2,3.184988,11.54332,.5555981,"1400000US23031006101",2.303e+10,"Census Tract 61.01, York County, Maine",7.7,32,30.7,82,6.1,9.4,38.5,1.895,.945,869.7188,"1400000US23031006101",2.303e+10,"Census Tract 61.01, York County, Maine",5216,4788,2,5.997,150,,2746,150,.0546249,43.52504,-70.38825
23790,48326,86.4,59.8,13.6,2.567822,11.82899,.4699516,"1400000US23031006102",2.303e+10,"Census Tract 61.02, York County, Maine",17.9,27.9,25.7,84.9,5,5,27.2,1.935,.917,2443.177,"1400000US23031006102",2.303e+10,"Census Tract 61.02, York County, Maine",3511,3196,13.6,1.437,139,,1670,139,.0832335,43.5151,-70.37778
35406,81514,94.1,76.5,5.9,12.92567,14.31897,.597612,"1400000US23031020000",2.303e+10,"Census Tract 200, York County, Maine",9.7,21.7,31.7,99.5,8.7,5.8,19.9,2.13,.939,200.4766,"1400000US23031020000",2.303e+10,"Census Tract 200, York County, Maine",8124,6795,5.9,40.523,291,,4804,291,.0605745,43.63639,-70.53883
35868,67426,92.3,72.8,7.7,15.41375,18.12376,.5634058,"1400000US23031021000",2.303e+10,"Census Tract 210, York County, Maine",13.1,22.2,31,76.3,8.1,9.2,20.6,2.215,.928,137.9437,"1400000US23031021000",2.303e+10,"Census Tract 210, York County, Maine",4416,3707,7.7,32.013,180,,2516,180,.0715421,43.63102,-70.61437
32308,67206,92,68.5,8,13.77305,23.15149,.5052069,"1400000US23031022000",2.303e+10,"Census Tract 220, York County, Maine",13.8,18.8,36.6,96.5,6.6,10.4,20.8,2.435,.95,89.3374,"1400000US23031022000",2.303e+10,"Census Tract 220, York County, Maine",3745,3005,8,41.92,98,,1945,98,.0503856,43.745,-70.70298
29861,63036,89.5,59.8,10.5,20.76317,32.62433,.4440688,"1400000US23031022500",2.303e+10,"Census Tract 225, York County, Maine",8.9,19.2,41,97.5,13.3,3.9,28.6,2.405,.947,40.14161,"1400000US23031022500",2.303e+10,"Census Tract 225, York County, Maine",3254,2699,10.5,81.063,77,,1462,77,.0526676,43.73279,-70.89915
27711,60948,91.7,66.5,8.3,19.12891,26.45221,.4805775,"1400000US23031023000",2.303e+10,"Census Tract 230, York County, Maine",17.7,25.8,36.7,93.8,8.9,4.1,20.9,2.73,.943,107.1944,"1400000US23031023000",2.303e+10,"Census Tract 230, York County, Maine",2909,2293,8.3,27.138,79,,1386,79,.0569986,43.68848,-70.78188
30490,60452,94.2,59.5,5.8,24.52952,32.18798,.4688485,"1400000US23031023500",2.303e+10,"Census Tract 235, York County, Maine",13.9,15.8,38.7,99.6,9.3,5.5,35.1,2.535,.936,61.24442,"1400000US23031023500",2.303e+10,"Census Tract 235, York County, Maine",6661,5581,5.8,108.761,197,,3086,197,.0638367,43.56348,-70.88265
32531,66716,93.3,69.2,6.7,19.58572,24.44381,.4911875,"1400000US23031024000",2.303e+10,"Census Tract 240, York County, Maine",21.5,18.6,44.4,92.7,5.7,7,12.5,2.48,.902,140.4897,"1400000US23031024000",2.303e+10,"Census Tract 240, York County, Maine",7773,5912,6.7,55.328,391,,3991,391,.0979704,43.60772,-70.73713
37545,72998,95.5,67.9,4.5,11.983,21.07999,.5318643,"1400000US23031024500",2.303e+10,"Census Tract 245, York County, Maine",11.5,21.5,29.8,99.3,9.1,7.5,25.7,2.46,.944,110.901,"1400000US23031024500",2.303e+10,"Census Tract 245, York County, Maine",6308,5173,4.5,56.88,183,,3253,183,.0562558,43.51403,-70.62313
32529,70307,96.6,69.5,3.4,6.220724,17.65092,.5647812,"1400000US23031025100",2.303e+10,"Census Tract 251, York County, Maine",11.5,23.6,20.8,94.1,3.7,7.7,25.5,2.54,.963,298.7457,"1400000US23031025100",2.303e+10,"Census Tract 251, York County, Maine",3589,3018,3.4,12.014,70,,1913,70,.0365917,43.4874,-70.51283
26626,50313,93.3,69.8,6.7,3.911411,15.79426,.5530894,"1400000US23031025201",2.303e+10,"Census Tract 252.01, York County, Maine",7.3,17.6,20.7,99.5,3.8,8.7,22.9,2.325,.887,6904.424,"1400000US23031025201",2.303e+10,"Census Tract 252.01, York County, Maine",5001,4247,6.7,.724,315,,2785,315,.1131059,43.49129,-70.46557
22090,42002,93.4,69.4,6.6,3.003078,15.70963,.4998047,"1400000US23031025202",2.303e+10,"Census Tract 252.02, York County, Maine",11.3,18.1,21.9,96.1,3.6,4.6,13.5,2.325,.923,5783.472,"1400000US23031025202",2.303e+10,"Census Tract 252.02, York County, Maine",7679,5924,6.6,1.328,307,,3981,307,.0771163,43.48283,-70.44913
32785,83608,95.6,69.4,4.4,2.779939,17.02956,.5653068,"1400000US23031025300",2.303e+10,"Census Tract 253, York County, Maine",8.1,25.3,25.2,97.1,5.3,7.8,36,2.24,.962,230.8393,"1400000US23031025300",2.303e+10,"Census Tract 253, York County, Maine",2917,2485,4.4,12.636,58,,1529,58,.0379333,43.4478,-70.42472
7260,98406,92.7,61.7,7.3,2.426061,15.93571,.5517401,"1400000US23031025400",2.303e+10,"Census Tract 254, York County, Maine",8.5,54.7,19.8,99.1,6.1,3.8,23.5,2.035,.948,636.6124,"1400000US23031025400",2.303e+10,"Census Tract 254, York County, Maine",2155,2078,7.3,3.385,61,,1182,61,.0516074,43.44653,-70.37091
31182,67217,97.8,68,2.2,7.465344,20.53717,.5435096,"1400000US23031026000",2.303e+10,"Census Tract 260, York County, Maine",16.3,23.9,24,98.7,7.3,9.5,21.6,2.13,.957,174.2837,"1400000US23031026000",2.303e+10,"Census Tract 260, York County, Maine",4160,3429,2.2,23.869,90,,2075,90,.0433735,43.43981,-70.52803
41269,101142,96.4,63.1,3.6,6.310737,20.60567,.5045147,"1400000US23031027000",2.303e+10,"Census Tract 270, York County, Maine",7.6,56.7,30,98,20,10.1,45.4,2.2,.957,172.6938,"1400000US23031027000",2.303e+10,"Census Tract 270, York County, Maine",3544,2937,3.6,20.522,67,,1573,67,.0425938,43.39824,-70.44862
36531,88102,92.1,74.2,7.9,10.57596,23.47416,.5580513,"1400000US23031028001",2.303e+10,"Census Tract 280.01, York County, Maine",13.5,42.2,23.2,100,4.9,8.6,16.2,2.575,.991,175.2673,"1400000US23031028001",2.303e+10,"Census Tract 280.01, York County, Maine",3428,2799,7.9,19.559,18,,1976,18,.0091093,43.41924,-70.58329
37708,108017,96.1,61.5,3.9,10.06806,24.11025,.5000647,"1400000US23031028002",2.303e+10,"Census Tract 280.02, York County, Maine",16.4,51.3,22.8,92.9,6.6,9,60.6,1.98,.951,499.2719,"1400000US23031028002",2.303e+10,"Census Tract 280.02, York County, Maine",7733,6541,3.9,15.489,170,,3444,170,.0493612,43.37548,-70.53069
31312,63117,93.7,62.5,6.3,16.96215,26.83421,.4940906,"1400000US23031029000",2.303e+10,"Census Tract 290, York County, Maine",17.5,19.2,33.2,93.8,10,5.6,38.8,2.135,.895,111.7867,"1400000US23031029000",2.303e+10,"Census Tract 290, York County, Maine",3046,2581,6.3,27.248,142,,1353,142,.104952,43.47864,-70.72704
28592,63737,95.3,65.9,4.7,17.39194,31.20075,.5024033,"1400000US23031030100",2.303e+10,"Census Tract 301, York County, Maine",16.9,20,27.5,95.6,11.8,5.2,27.7,2.44,.949,403.1143,"1400000US23031030100",2.303e+10,"Census Tract 301, York County, Maine",4369,3493,4.7,10.838,110,,2141,110,.0513779,43.46412,-70.8144
26378,49910,93.6,63.9,6.4,15.26767,32.11379,.4611228,"1400000US23031030201",2.303e+10,"Census Tract 302.01, York County, Maine",8.9,15.6,25.9,98.4,8.9,5.1,25.1,2.38,.915,535.1904,"1400000US23031030201",2.303e+10,"Census Tract 302.01, York County, Maine",3331,2567,6.4,6.224,132,,1551,132,.0851064,43.43336,-70.81264
21912,48918,89.3,56,10.7,16.19242,28.94153,.3706882,"1400000US23031030202",2.303e+10,"Census Tract 302.02, York County, Maine",13.3,13.7,22.9,95.6,7.5,1.2,35.7,2.345,.919,1226.141,"1400000US23031030202",2.303e+10,"Census Tract 302.02, York County, Maine",5943,4411,10.7,4.847,185,,2281,185,.0811048,43.44227,-70.7466
28502,58270,93.9,64.2,6.1,14.39942,30.93597,.4929613,"1400000US23031030203",2.303e+10,"Census Tract 302.03, York County, Maine",15.3,19.3,32,96.3,5.8,3.4,27.3,2.175,.95,665.3317,"1400000US23031030203",2.303e+10,"Census Tract 302.03, York County, Maine",3907,3214,6.1,5.872,94,,1895,94,.0496042,43.41916,-70.77345
33656,69815,94.6,61.3,5.4,12.68376,30.17032,.4809709,"1400000US23031030300",2.303e+10,"Census Tract 303, York County, Maine",24.4,22.6,27.9,99.3,4.5,6.2,31.6,2.065,.877,166.8424,"1400000US23031030300",2.303e+10,"Census Tract 303, York County, Maine",3337,2770,5.4,20.001,190,,1550,190,.1225806,43.38369,-70.71891
29239,64678,96.7,69.6,3.3,13.96864,37.63993,.5165086,"1400000US23031031000",2.303e+10,"Census Tract 310, York County, Maine",20.7,14,33.8,98.3,5.7,3.1,24.6,2.625,.92,111.2333,"1400000US23031031000",2.303e+10,"Census Tract 310, York County, Maine",6118,4724,3.3,55.001,243,,3051,243,.079646,43.39991,-70.91279
32212,76810,95.6,70.1,4.4,6.237602,38.66813,.5368323,"1400000US23031032000",2.303e+10,"Census Tract 320, York County, Maine",23.1,30.7,31.1,93.1,4.4,3,23.2,2.45,.914,200.1063,"1400000US23031032000",2.303e+10,"Census Tract 320, York County, Maine",7507,6016,4.4,37.515,338,,3921,338,.0862025,43.29933,-70.84208
33415,78911,94.6,66,5.4,9.711132,33.9262,.4960155,"1400000US23031033000",2.303e+10,"Census Tract 330, York County, Maine",12.8,23.6,28.6,99.4,6.4,8.8,26.3,2.49,.918,122.137,"1400000US23031033000",2.303e+10,"Census Tract 330, York County, Maine",4643,3730,5.4,38.015,190,,2310,190,.0822511,43.35111,-70.77875
24162,60053,96.8,48.6,3.2,12.6411,29.75624,.4196549,"1400000US23031034001",2.303e+10,"Census Tract 340.01, York County, Maine",10.2,38.2,25.8,97.6,10,11.6,82.6,2.09,.973,297.9828,"1400000US23031034001",2.303e+10,"Census Tract 340.01, York County, Maine",5912,5275,3.2,19.84,56,,2087,56,.0268328,43.30955,-70.59704
31941,85624,95,58.5,5,11.65784,30.06589,.4500095,"1400000US23031034002",2.303e+10,"Census Tract 340.02, York County, Maine",26.2,38.9,26.5,98.6,6.4,2.5,28.1,2.595,.973,125.3495,"1400000US23031034002",2.303e+10,"Census Tract 340.02, York County, Maine",5251,4250,5,41.891,62,,2325,62,.0266667,43.33143,-70.64558
34604,87261,98.9,75.4,1.1,3.134802,38.86626,.5816967,"1400000US23031035000",2.303e+10,"Census Tract 350, York County, Maine",17.4,45.9,31,94.4,7.4,8.7,17.8,2.51,.967,228.1746,"1400000US23031035000",2.303e+10,"Census Tract 350, York County, Maine",7332,5750,1.1,32.133,130,,3930,130,.0330789,43.23049,-70.75243
45466,114632,94.5,63.6,5.5,9.714682,40.5545,.5235077,"1400000US23031036001",2.303e+10,"Census Tract 360.01, York County, Maine",9.8,50.4,28.5,100,8.6,7.8,42,2.025,.967,582.5823,"1400000US23031036001",2.303e+10,"Census Tract 360.01, York County, Maine",6785,5913,5.5,11.646,110,,3322,110,.0331126,43.14536,-70.64006
38578,85473,94.8,67.2,5.2,7.499383,38.48744,.5283712,"1400000US23031036002",2.303e+10,"Census Tract 360.02, York County, Maine",13.6,48.7,22.1,100,10.8,5.7,29.6,2.31,.954,139.2731,"1400000US23031036002",2.303e+10,"Census Tract 360.02, York County, Maine",5992,4971,5.2,43.023,138,,3012,138,.0458167,43.19018,-70.66386
34492,86096,96.8,71.2,3.2,4.863441,44.1178,.5674264,"1400000US23031037000",2.303e+10,"Census Tract 370, York County, Maine",13.3,32.9,24.2,97.8,10.4,6.9,26.8,2.38,.967,319.3748,"1400000US23031037000",2.303e+10,"Census Tract 370, York County, Maine",6318,5213,3.2,19.782,109,,3308,109,.0329504,43.14655,-70.77438
34878,76036,95.7,65.8,4.3,17.67258,48.62387,.4946288,"1400000US23031038001",2.303e+10,"Census Tract 380.01, York County, Maine",20.5,45.2,23.3,99.2,12.4,4,37.7,2.1,.941,626.5798,"1400000US23031038001",2.303e+10,"Census Tract 380.01, York County, Maine",6237,5336,4.3,9.954,167,,2833,167,.0589481,43.00485,-70.60435
36671,82035,95.1,69.6,4.9,7.475628,44.27901,.5738822,"1400000US23031038002",2.303e+10,"Census Tract 380.02, York County, Maine",22.5,36.4,21.9,100,9.5,3.9,29.9,2.255,.947,431.4631,"1400000US23031038002",2.303e+10,"Census Tract 380.02, York County, Maine",3377,2949,4.9,7.827,99,,1867,99,.0530262,43.12116,-70.72919
